0,01	0,08	96	0,04
0,01	0,08	96	0,05
0,01	0,08	96	0,1
0,01	0,08	96	0,1
0,01	0,08	96	0,1
0,01	0,08	96	0,1
0,01	0,08	96	0,1
0,01	0,08	96	0,1
0,01	0,08	96	0,1
0,01	0,08	96	0,1
0,01	0,08	96	0,45
0,01	0,08	96	0,1
0,01	0,08	96	0,1
0,01	0,08	96	0,1
0,01	0,08	96	0,1
0,02	0,08	96	0,1
0,02	0,08	96	0,1
0,03	0,08	96	0,1
0,06	0,17	95	0,1
0,29	1,33	95	0,1
0,93	2,82	95	0,1
1,43	2,98	95	0,1
1,65	2,89	95	0,1
1,81	2,99	95	0,1
1,98	3,38	95	0,1
2,18	4,05	95	0,1
2,35	4,19	95	0,1
2,46	4,25	95	0,1
2,42	4,25	95	0,1
2,19	4,08	95	0,1
1,96	3,61	95	0,1
1,81	3,11	95	0,1
1,75	2,72	95	0,1
1,77	2,6	95	0,1
1,57	2,71	95	0,1
1,4	2,78	95	0,1
1,22	2,73	95	0,1
1,14	2,29	95	0,1
1,36	2,42	95	0,1
1,17	2,07	95	0,1
0,74	1,35	95	0,1
0,68	1,12	95	0,1
1,18	1,78	95	0,1
1,74	2,58	95	0,1
2,18	3,04	95	0,1
2,48	3,52	95	0,1
2,46	3,94	95	0,1
2,2	4,18	95	0,1
1,96	4,19	95	0,1
1,82	4,11	95	0,1
1,86	3,9	95	0,1
1,95	3,59	95	0,1
1,98	3,25	95	0,1
1,9	2,92	95	0,1
1,74	2,82	95	0,1
1,42	2,75	95	0,1
1,24	2,76	95	0,1
1,31	3,21	95	0,1
1,42	3,79	95	0,1
1,48	4,09	95	0,1
1,53	4,16	95	0,1
1,51	4,37	95	0,1
1,47	4,55	95	0,1
1,49	4,72	95	0,1
1,53	4,95	95	0,1
1,65	5,49	94	0,1
1,9	6,39	93	0,1
2,12	7,09	92	0,1
2,3	7,42	91	0,1
2,6	7,8	89	0,1
3,13	8,61	89	0,1
3,81	9,87	88	0,1
4,39	10,95	87	0,1
5,26	12,06	86	0,1
6,08	12,77	84	0,1
6,4	12,87	82	0,1
6,8	13,1	81	0,1
7,53	13,94	80	0,1
7,92	14,7	80	0,1
8,2	15,18	78	0,1
9,18	15,98	77	0,1
10,43	17,17	77	0,1
11,16	18,23	75	0,1
11,2	18,34	74	0,1
11,37	18,21	74	0,1
11,48	19	73	0,1
12,06	19,69	72	0,1
12,75	20,44	72	0,1
12,89	20,69	71	0,1
12,88	20,47	70	0,1
13,21	20,6	70	0,1
13,77	21,1	69	0,1
14,37	21,78	68	0,1
14,9	22,52	68	0,1
15,15	23,29	68	0,1
14,94	24,01	67	0,1
15,77	24,71	66	0,1
16,59	26,08	65	0,1
17,01	26,18	65	0,1
16,68	25,32	63	0,1
15,79	24,21	62	0,1
15,73	23,95	62	0,1
17,17	24,81	61	0,1
18,65	25,87	60	0,1
19,71	26,62	59	0,1
20,35	26,93	59	0,1
20,52	26,95	57	0,1
20,88	26,89	57	0,1
21,47	27,18	56	0,1
22,32	27,94	54	0,1
22,96	28,1	53	0,1
23,56	28,28	53	0,1
24,13	28,48	51	0,1
24,43	28,37	51	0,1
24,81	28,2	50	0,1
25,38	28,47	49	0,1
26,1	29,09	47	0,1
26,68	29,88	45	0,1
26,78	30,36	43	0,1
26,48	30,65	41	0,1
26,6	31,02	38	0,1
26,8	31,98	36	0,1
26,77	32,13	32	0,1
26,34	32,12	29	0,1
25,5	32,11	25	0,1
23,72	31,35	19	0,1
21,22	30,12	11	0,1
18,15	28,75	9	0,1
12,67	23,03	9	0,1
7,78	15,1	9	0,1
5,16	9,63	9	0,1
3,97	6,52	9	0,1
3,45	5,37	9	0,1
3,18	4,42	9	0,1
2,95	4,11	9	0,1
2,82	3,7	9	0,1
3,01	3,33	9	0,1
2,93	2,9	9	0,1
2,9	2,66	9	0,1
3,11	2,72	9	0,1
3,45	2,73	9	0,1
3,76	2,9	9	0,1
4,05	3,18	9	0,1
4,51	3,4	9	0,1
4,93	3,54	9	0,1
4,78	3,26	9	0,1
4,41	3,43	9	0,1
4,38	3,91	9	0,1
5,14	5,08	9	0,1
6,28	7,88	9	0,1
6,74	10,72	9	0,1
6,75	10,74	9	0,1
5,43	8,55	9	0,1
3,82	5,98	9	0,1
2,88	4,92	9	0,1
2,65	4,62	9	0,1
2,88	4,72	9	0,1
2,93	5,29	9	0,1
2,73	5,07	9	0,1
2,37	4,65	15	0,1
2,04	4,43	47	0,1
2,17	4,66	69	0,1
2,53	5,17	83	0,1
2,56	6,01	96	0,1
2,02	5,82	96	0,1
1,48	4,56	96	0,1
1,09	3,35	96	0,1
1,23	2,77	92	0,1
2,01	3,03	92	0,1
2,55	4,65	92	0,1
2,47	4,04	92	0,1
2,31	3,32	92	0,1
2,19	3,11	92	0,1
1,73	2,8	92	0,1
1,5	2,33	92	0,1
1,51	1,73	92	0,1
1,63	1,16	92	0,1
2,03	1,4	92	0,1
2,24	2,36	92	0,1
2,11	3,18	92	0,1
1,32	2,87	92	0,1
0,5	0,37	92	0,1
0,12	0,11	92	0,1
0,13	0,08	92	0,1
0,46	0,08	92	0,1
0,69	0,08	92	0,1
0,69	0,08	92	0,1
0,83	0,1	92	0,1
0,86	0,34	92	0,1
0,89	1,13	92	0,1
1,03	1,85	92	0,1
1,55	2,03	92	0,1
1,98	2,29	92	0,1
1,95	2,31	92	0,1
1,93	2,46	92	0,1
1,99	2,8	92	0,1
1,75	2,77	92	0,1
1,48	2,46	92	0,1
1,7	2,65	92	0,1
2,33	3,85	92	0,1
2,69	4,74	92	0,1
3,4	5,35	89	0,1
4,72	7,06	88	0,1
5,85	9,37	88	0,1
6,69	10,93	87	0,1
7,5	12,24	87	0,1
8,03	12,24	86	0,1
7,66	11,31	84	0,1
7,45	10,97	84	0,1
7,92	11,85	83	0,1
8,57	12,63	82	0,1
9,09	12,91	81	0,1
9,47	13,04	81	0,1
10,02	13,42	80	0,1
10,77	14,36	80	0,1
11,47	15,35	80	0,1
11,69	15,83	78	0,1
11,78	16,62	77	0,1
12,44	17,54	76	0,1
13,22	19,24	76	0,1
13,71	20,6	75	0,1
13,38	20,43	74	0,1
13,42	19,92	74	0,1
14,78	20,93	74	0,1
15,08	21,89	74	0,1
14,51	21,06	73	0,1
14,94	20,73	72	0,1
15,49	21,21	72	0,1
15,46	21,64	72	0,1
14,94	21,06	71	0,1
14,7	21,01	70	0,1
15,41	21,71	70	0,1
16,42	22,62	69	0,1
17,62	23,58	68	0,1
18,24	24,17	68	0,1
18,08	24,29	67	0,1
18,17	24,4	65	0,1
18,42	0,27	65	0,1
18,87	25,85	62	0,41
19,56	26,29	62	0,09
20,14	26,11	62	0,09
20,47	25,88	61	0,09
20,76	25,77	60	0,09
21,06	26	59	0,09
21,45	26,61	58	0,09
22,07	26,9	58	0,09
22,25	27,25	56	0,09
22,93	27,86	55	0,09
24,07	28,48	54	0,09
25,32	29,27	54	0,09
26,38	29,67	54	0,09
26,59	29,53	54	0,09
24,93	28,9	53	0,09
22,88	28,32	51	0,1
23,46	28,51	51	0,1
24,65	29,16	50	0,1
26,02	29,95	48	0,1
27,49	30,75	46	0,1
28,61	31,31	45	0,1
28,93	31,62	44	0,1
28,84	31,74	42	0,1
28,9	31,76	40	0,1
28,89	31,65	37	0,1
28,87	31,54	34	0,1
28,74	31,67	31	0,1
26,91	30,66	26	0,1
22,92	28,4	19	0,1
18,95	25,93	9	0,1
14,71	22,47	6	0,1
9,53	15,94	5	0,1
6,08	10,64	5	0,1
4,08	7,66	5	0,1
2,96	5,85	5	0,1
2,54	5,05	5	0,1
2,41	4,77	5	0,1
2,5	4,64	5	0,1
2,43	4,25	5	0,1
2,47	3,64	5	0,1
2,42	4,06	5	0,1
2,94	4,73	5	0,1
3,59	4,96	5	0,1
4,03	4,85	5	0,1
4,2	4,79	5	0,1
4,12	4,8	5	0,1
3,97	5,01	5	0,1
3,99	5,4	5	0,1
4,39	6,04	5	0,1
5,1	7,45	5	0,1
5,35	8,95	5	0,1
5,34	6,32	5	0,1
4,5	4,54	5	0,1
3,34	3,23	5	0,1
3,26	3,2	5	0,1
3,66	3,52	5	0,1
3,9	3,61	5	0,1
3,75	3,37	5	0,1
3,4	2,97	5	0,1
2,86	2,55	5	0,1
2,46	1,95	5	0,1
2,27	1,61	5	0,1
1,79	1,39	5	0,1
1,25	0,24	5	0,1
1,45	0,32	5	0,1
1,5	0,62	5	0,1
1,15	0,93	5	0,1
0,38	1,07	5	0,1
0,03	1,01	5	0,1
0,07	0,96	4	0,1
0,03	0,68	5	0,1
0,02	0,28	7	0,1
0,03	0,16	19	0,1
0,02	0,24	34	0,1
0,02	0,59	43	0,1
0,02	1,46	52	0,1
0,02	1,43	62	0,1
0,03	1,58	70	0,1
0,03	1,4	77	0,1
0,03	0,55	89	0,1
0,03	0,12	96	0,1
0,03	0,01	96	0,1
0,03	0,01	97	0,1
0,03	0,01	94	0,1
0,03	0,01	92	0,1
0,03	0,02	91	0,1
0,03	0	91	0,1
0,03	0,01	91	0,1
0,03	0	91	0,1
0,03	0	91	0,1
0,03	0,01	88	0,1
0,03	0,01	85	0,1
0,03	0,01	85	0,1
0,03	0,01	85	0,1
0,03	0,01	82	0,1
0,03	0	80	0,1
0,03	0	80	0,1
0,03	0	80	0,1
0,03	0,02	80	0,1
